Email_Client,Product,Price,Pay_Method,Bank,Type_Card,Street,Number,Region
melissaking@gmail.com,EEEONE KRS-200A KRS-201A KRS-202A Optical Pick-ups Bloc Optique Laser Lens for Recorder Player,48.53,Tenpo,Banco BICE,Maestro,TENGLO,6695,Región de Ñuble
riosjustin@yahoo.cl,"Ortizan Bluetooth Speaker, Portable Wireless Bluetooth Speakers With Led Light, Louder Volume & Enhanced Bass, IPX7 Waterproof, 30H Playtime, Durable Loud Speaker Bluetooth for Travel, Outdoor - Red",6.99,MercadoPago,Scotiabank Chile,Mach,ALTO HOSPICIO,01449,Región de Atacama
wwhite@yahoo.com,EEEONE For ALTIS AUDIO CENTAURI dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,85.98,PagoFacil,Banco Security,Visa,MAULLIN,7334,Región de Tarapacá
kimberlyhall@gmail.cl,EEEONE For YAMAHA CDX-493 CDX493 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : YAMAHA),16.99,Paypal,Banco Crédito e Inversiones (BCI),Visa Débito,SANTA CLARA,7104,Región de Coquimbo
wgraham@yahoo.com,EEEONE For SONY CDP-295 CDP295 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,28.69,OnePay,Banco Consorcio,MasterCard,QUINTA NORMAL,618,Región de La Araucanía
nicholastorres@msn.com,"Optical Pick Up Laser Lens, KSS 210A Laser Unit Optical Laser Lens DVD CD Mechanism Repairing Replacement Parts, Easy to Install and Repair (Plain Tray with Rack)",44.41,Fintoc,Banco Santander Chile,Redcompra,SANTA LUCIA,7323,Región de Los Ríos
ypreston@icloud.com,"Optical Pickup Lens Replacement, CD Player Optical Pickup Laser Lens Replacement Repairing Part CD Player Optical Head",49.56,Flow,Banco Falabella,Tenpo,ARAUCANA,01747,Región de Magallanes y de la Antártica Chilena
jennifertucker@gmail.cl,Keneddng For DENON DCD-1530 DCD1530 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up,51.13,WebPay,Banco de Chile,American Express,HUAMACHUCO,346,Región Metropolitana de Santiago
christine54@msn.com,CD Optical Pickup Lens Professional Precise Size ABS Optical Pickup Lens DVD CD Player Repair Part (Double Layers New Single Head),10.54,Mach,Banco Estado (Banco del Estado de Chile),MasterCard Débito,QUINTA NORMAL,1037,Región de Los Lagos
richardcarter@live.com,"Changor Head, Unit Light Weight Components 17P for SANYO CD Player",13.99,Tenpo,Banco Itaú-Corpbanca,Diners Club,AYSEN,1223,Región de Antofagasta
melanierodriguez@hotmail.cl,"Herdio 4 Inches 320W Ceiling Bluetooth Speakers,2 Way Flush Mount Ceiling Speaker for Bathroom Kitchen Home Theater, Covered Porches,(4 Speakers)",51.55,MercadoPago,Banco Ripley,Magna,AYSEN,5371,Región del Maule
michellemccoy@outlook.cl,EEEONE For NAD M55 M-55 Raido DVD Player Laser Lens Lasereinheit Optical Pick-ups opticals,63.71,PagoFacil,Banco Internacional,Maestro,20 DE AGOSTO,035,Región de Arica y Parinacota
kelseybrown@outlook.cl,Mothinessto Optical Pickup Drive Head Single Channel Laser Head Blue Electric ABS Stimulation CD Player,28.99,Paypal,Banco BICE,Mach,CALBUCO,957,Región del Biobío
coxsarah@msn.com,EEEONE Replacement for musical fidelity CD1 CD-1 CD 1 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,48.13,OnePay,Scotiabank Chile,Visa,LUMACO,986,Región del Libertador General Bernardo O'Higgins
elizabeth17@yahoo.com,EEEONE For SANSUI CD-X301i CDX301i dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : SANSUI CD-X301i),50.08,Fintoc,Banco Security,Visa Débito,GRAN AVENIDA,7080,Región de Aysén del General Carlos Ibáñez del Campo
zpeterson@hotmail.com,KVSERT 2X RF-300FA-12350 DC 5.9V Spindle Motor for DVD CD Player Silver+Black,47.71,Flow,Banco Crédito e Inversiones (BCI),MasterCard,FRANCISCO MIRANDA,5424,Región de Valparaíso
allison58@live.com,"Tribit Bluetooth Speaker StormBox Blast,Portable Speaker 90W Loud Stereo Sound with XBass LED Light Show Bluetooth 5.3,IPX7 Waterproof Speaker, PowerBank,TWS,Custom EQ,30H Playtime for Outdoor Party",20.84,WebPay,Banco Consorcio,Redcompra,SANTA LUCIA,6160,Región de Ñuble
charleswiley@yahoo.com,"CDM12.1 Pickup, Standardized Design,the Core of the Optical Drive, Optical Lens, Unit, for Data Reading",52.99,Mach,Banco Santander Chile,Tenpo,ARAUCANA,7189,Región de Atacama
vlopez@yahoo.cl,Ultra-precise Laser Pickup Mechanism KSS-213C Lens Head Replacement Repair for VCD-Players & Portable Disc Players Black,61.69,Tenpo,Banco Falabella,American Express,PORVENIR,7437,Región de Tarapacá
hcampbell@outlook.cl,"ANCwear Mini Bluetooth Speaker Wireless, Wearable Portable Speaker Waterproof IPX6, True Wireless Stereo, Deep Bass, Bluetooth 5.0, Built-in Mic Suitable for Outdoors, Shower, Travel(Blue)",32.99,MercadoPago,Banco de Chile,MasterCard Débito,RECOLETA,551,Región de Coquimbo
xsantos@outlook.cl,EEEONE Original Replacement For PANASONIC SL-S190 CD Player Laser Lens Assembly MBL SLS190 Optical Pick-up Bloc Optique Unit opticals,45.79,PagoFacil,Banco Estado (Banco del Estado de Chile),Diners Club,MANUEL THOMPSON,5181,Región de La Araucanía
antonio82@icloud.com,Keneddng Replacement For TEAC SL-D90 CD Player Spare Parts Laser Lens Lasereinheit ASSY Unit SLD90 Optical Pickup Bloc Optique,189.0,Paypal,Banco Itaú-Corpbanca,Magna,GRAN AVENIDA,6232,Región de Los Ríos
hansennatalie@gmail.cl,"Smalody PC Speaker, 2 in 1 Detachable Computer Speaker Stereo Bluetooth Speakers Dynamic Cool RGB LED Design Compatible with Desktop/Laptop/Smartphone/Projector",44.99,OnePay,Banco Ripley,Maestro,GABRIELA MISTRAL,750,Región de Magallanes y de la Antártica Chilena
balllarry@gmail.cl,Qur’an CubeⓇ Portable Speaker Full Quran (Arabic With English Translation) Speaker,292.86,Fintoc,Banco Internacional,Mach,AYSEN,02361,Región Metropolitana de Santiago
parkermichael@gmail.com,Ruarby New Mechanical Keyboard Metal Anodized Aluminum Cone Feet Alu Support Pad 2Pcs Non-Slip 7Colors Optional Mechanical Keyboard Feet,42.47,Flow,Banco BICE,Visa,TRAIGUEN,0436,Región de Los Lagos
nwalton@outlook.cl,EEEONE For Denon DCD-3500GL DCD3500GL dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical opticals,124.99,WebPay,Scotiabank Chile,Visa Débito,SANTA INES,617,Región de Antofagasta
clarklisa@hotmail.com,"EarFun Bluetooth Speaker, UBOOM L Portable Speaker 28W Loud Stereo Sound, Rich Bass, IP67 Waterproof & Dustproof, Dual Pairing, Built-in Mic, Low Latency, Wireless Speaker for Party, Indoor & Outdoor",55.26,Mach,Banco Security,MasterCard,ISABEL RIQUELME,6710,Región del Maule
elizabeth43@icloud.com,EEEONE For TRI TRIODE TR-CD1 TRCD1 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : TRI),8.99,Tenpo,Banco Crédito e Inversiones (BCI),Redcompra,IRARRAZAVAL,6081,Región de Arica y Parinacota
vramos@live.com,EEEONE Original Replacement For LINN GENKI DVD Player Laser Lens Assembly LINN GENKI Optical Pick-up Bloc Optique Unit opticals,84.18,MercadoPago,Banco Consorcio,Tenpo,LORENZO ARENAS,5445,Región del Biobío
tonibrown@msn.com,"JBL Clip 4 - Portable Mini Bluetooth Speaker, Big Audio and Punchy bass, Integrated Carabiner, IP67 Waterproof and dustproof, 10 Hours of Playtime, Speaker for Home, Outdoor and Travel - (Squad)",230.98,PagoFacil,Banco Santander Chile,American Express,MAPOCHO,1428,Región del Libertador General Bernardo O'Higgins
gaustin@live.com,EEEONE Replacement For ONKYO CR-315 CD Player Spare Parts Laser Lasereinheit ASSY Unit CR315 Optical Pickup Bloc Optique opticals,183.85,Paypal,Banco Falabella,MasterCard Débito,ORIENTAL,4756,Región de Aysén del General Carlos Ibáñez del Campo
matthewpearson@hotmail.cl,"OLLIRG Portable DVD player 10 Inch Car Headrest Monitor Display IPS Screen Link HD 1080P Video WiFi/Bluetooth/USB/SD/HDMI Multimedia Player for Car (Color : 2 pcs 10.1 inch, Size : 1)",51.55,OnePay,Banco de Chile,Diners Club,COLOSO,5670,Región de Valparaíso
markmanning@gmail.cl,-240a -240 KSS240a Radio Blu-Rays CD Player lasers-Lens Optical Pick-Ups for lasers-Head,15.99,Fintoc,Banco Estado (Banco del Estado de Chile),Magna,IRARRAZAVAL,010,Región de Ñuble
shannon38@yahoo.com,SkyTronic Titanium Compression Speaker Driver 80W,15.09,Flow,Banco Itaú-Corpbanca,Maestro,GENERAL OSCAR BONILLA BRADANOVIC,4979,Región de Atacama
leonmelanie@outlook.com,"Sumvision Portable Wireless Bluetooth Speaker Psyc Solo NFC Bluetooth Speaker Stand, Dock for Iphone Ipad Tablets Smartphones and Any Bluetooth Enabled Device",49.56,WebPay,Banco Ripley,Mach,SANTA INES,6224,Región de Tarapacá
vbrown@gmail.cl,"PVR802W Laser Lens, Optical Pick Up Laser Lens, Replace The PVR802W Laser Head, Replacement Lens PVR802W Optical Pickup DVD for PS2 Game Console Replacement Repair Part (With Stand)",10.52,Mach,Banco Internacional,Visa,CAPUCHINO,1,Región de Coquimbo
sharon21@outlook.cl,AV:LINK | Powered Bluetooth Bookshelf Monitors With Wireless Remote Control | Black,140.89,Tenpo,Banco BICE,Visa Débito,VICENTE ZEGERS,6181,Región de La Araucanía
wrussell@outlook.cl,HTAWI 10Pcs Integrated Circuit CD4069 CD4071 CD4081 CD4093 CD4511 DIP Package Electronic Component Chip (Color : CD4071 DIP14),51.48,MercadoPago,Scotiabank Chile,MasterCard,CALBUCO,6108,Región de Los Ríos
jason93@gmail.cl,"Wall CD Player,Bluetooth Wall Mountable CD Music,Player Home Audio,CD Players for Home, with Remote Control FM Radio, Bluetooth Built-in HiFi Speakers,for Families,Black",5.31,PagoFacil,Banco Security,Redcompra,CARDENAL CARLOS OVIEDO CAVADA,1419,Región de Magallanes y de la Antártica Chilena
gwong@icloud.com,"Portable DVD player 19 Inch Car Monitor 1080P HD LCD Screen Portable Car Video Players Automobile Ceiling TV Roof Mount Display USB FM Motorhome for Car ( Color : Beige Mirror Monitor , Size : 1 )",68.99,Paypal,Banco Crédito e Inversiones (BCI),Tenpo,MIÑO,7017,Región Metropolitana de Santiago
william34@hotmail.cl,McGee Subwoofer Speaker MHB10 - Coated paper cone membrane for a powerful bass reproduction,20.09,OnePay,Banco Consorcio,American Express,TALAGANTE,5194,Región de Los Lagos
dorothy39@live.com,EEEONE For SONY CDP-301V CDP301V dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,14.77,Fintoc,Banco Santander Chile,MasterCard Débito,ELOISA VIUDA DE ZURITA,6184,Región de Antofagasta
estestommy@live.com,"JBL Charge 5 - Portable Bluetooth Speaker with deep bass, IP67 waterproof and dustproof, 20 hours of playtime, built-in powerbank, in black",29.99,Flow,Banco Falabella,Diners Club,QUINTA NORMAL,4690,Región del Maule
stevestewart@gmail.com,Tribit Bluetooth Portable Outdoor Speaker: Wireless Waterproof Speakers with Powerful Loud Sound Wireless Stereo Pairing IP67 and Built-in XBass for Outdoor Travel Biking-StormBox Micro 2,47.65,WebPay,Banco de Chile,Magna,ILLAPEL,6927,Región de Arica y Parinacota
kristy61@hotmail.com,Jensen CD-490 Portable CD Player Sport Stereo - AM/FM Radio (Red/Black),55.31,Mach,Banco Estado (Banco del Estado de Chile),Maestro,ANGAMOS,6053,Región del Biobío
rothnicole@outlook.cl,Optical Laser Lens CD Player Replacement Laser Head Processed for CD Player Accessories,84.18,Tenpo,Banco Itaú-Corpbanca,Mach,FRESIA,922,Región del Libertador General Bernardo O'Higgins
scollins@icloud.com,Xleader [Smart Touch] Bluetooth Speaker SoundAngel A8 (3rd Gen) Auto Pairing Tiny Pocket Speaker with Portable Waterproof Case Call for Beach Camping BBQ Kitchen Bathroom Bedroom Travel Space Silver…,48.53,MercadoPago,Banco Ripley,Visa,MANUEL THOMPSON,0309,Región de Aysén del General Carlos Ibáñez del Campo
codymendoza@live.com,Power Dynamics 8 x PD CSPE5 Ceiling Speaker White 100V Line PA Hifi Sound System Audio,49.99,PagoFacil,Banco Internacional,Visa Débito,PRESIDENTE SALVADOR ALLENDE GOSSENS,618,Región de Valparaíso
nicholas20@yahoo.com,"OLLIRG Portable DVD player 19 Inch Car Video Players HD LCD Screen Automobile Ceiling Roof Mount Display Car Monitor MP5 Multimedia TV 1080P USB HDMI IR FM for Car (Color : Touch Black, Size : 1)",36.86,Paypal,Banco BICE,MasterCard,MAULLIN,547,Región de Ñuble
iramos@msn.com,SVS PB1000 Pro Subwoofer Black Ash,11.13,OnePay,Scotiabank Chile,Redcompra,FRESIA,0397,Región de Atacama
youngjamie@outlook.com,EEEONE CDM4 19 CDM-4/19 for Philips HIFI CD Laser Optical Pick opticals,486.44,Fintoc,Banco Security,Tenpo,BIO BIO,767,Región de Tarapacá
gilbertrachel@hotmail.cl,"Optical Pick Up Laser Lens Replacement, DVD Optical Pickup Laser Lens for Reading, Replacement Fit for SOH DL5 DVD",367.73,Flow,Banco Crédito e Inversiones (BCI),American Express,TACORA,6212,Región de Coquimbo
paigetucker@yahoo.cl,Rockyin SF-P101N Laser Tip 16 Pin Low Speed Single Channel CD Player Completer Mechanism,10.2,WebPay,Banco Consorcio,MasterCard Débito,CANCHA RAYADA,03487,Región de La Araucanía
wesleykim@yahoo.com,"CELLONIC® Battery Replacement for Logitech Ultimate Ears UE MegaBoom Portable Bluetooth Speaker 533-000116,533-000138 Wireless Soundbox 3400mAh accu pack",94.99,Mach,Banco Santander Chile,Diners Club,LUIS SILVA LEZAETA,6213,Región de Los Ríos
jameshenry@gmail.com,Roth Audio SUB ZERO III Wireless Soundbar - Black,24.99,Tenpo,Banco Falabella,Magna,PUERTO MONTT,828,Región de Magallanes y de la Antártica Chilena
ronaldlogan@hotmail.cl,V5.20 Heat Dissipation Optical Drive Simulation Board Replacement Optical Drive Simulation Board for DC Console VA1 (Black),29.99,MercadoPago,Banco de Chile,Maestro,PUERTO NATALES,605,Región Metropolitana de Santiago
tracylara@gmail.com,Dayton Audio DAEX25CT-4 Coin Type 25mm Exciter 10W 4 Ohm,42.42,PagoFacil,Banco Estado (Banco del Estado de Chile),Mach,FREIRINA,7381,Región de Los Lagos
johnsonkevin@gmail.com,"HOP M3 CD Laser Lens, HOP M3 6PIN+8PIN Laser Lens, 6+8PIN CD Player Laser Lens Head Replacement for RCD1.3 RCD1.3D CD Player",439.0,Paypal,Banco Itaú-Corpbanca,Visa,REUMEN,7382,Región de Antofagasta
ann78@live.com,EEEONE For JVC XL-Z232 XLZ232 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,310.23,OnePay,Banco Ripley,Visa Débito,CARLOS DAVILA,7146,Región del Maule
jenniferarnold@msn.com,CRAKES Universal Cassette Bluetooth 5.0 Audio Car Tape Stereo AUX Adapter with Mic for MP3 AUX Cable CD Player,546.56,Fintoc,Banco Internacional,MasterCard,ANGAMOS,017,Región de Arica y Parinacota
williamsjuan@yahoo.com,"OLLIRG Portable DVD player 13.3 Inch Car TV Headrest Monitor Touch Screen 4K 1080P Automobile Rear Seat Display Multimedia Car Video Players for Car (Color : 4-64-13.3-2 PCS, Size : 1)",499.0,Flow,Banco BICE,Redcompra,PUERTO MONTT,1317,Región del Biobío
robinvargas@outlook.cl,"Echo Pop | Full sound compact Wi-Fi and Bluetooth smart speaker with Alexa | Lavender Bloom and a Made For Amazon Sleeve for Echo Pop (2023 release), Lilac",320.0,WebPay,Scotiabank Chile,Tenpo,GRAN AVENIDA,5782,Región del Libertador General Bernardo O'Higgins
corydiaz@outlook.cl,Replacement For KENWOOD DPF-2010 CD DVD Player Spare Parts Laser Lasereinheit ASSY Unit DPF2010 Optical Pickup Bloc Optique opticals,7.38,Mach,Banco Security,American Express,GENERAL OSCAR BONILLA BRADANOVIC,7302,Región de Aysén del General Carlos Ibáñez del Campo
melindadurham@msn.com,"CD Player Laser Lens for RCD1.3 RCD1.3D CD Player, 6PIN+8PIN Reduces Signal Interference Data Transmission Errors, CD Player Laser Lens Replacement",237.4,Tenpo,Banco Crédito e Inversiones (BCI),MasterCard Débito,CALBUCO,6791,Región de Valparaíso
kristinfowler@live.com,YAMAHA NS-SW100 Black 50 W Subwoofer 25-180 Hz Black,12.09,MercadoPago,Banco Consorcio,Diners Club,PUERTO MONTT,985,Región de Ñuble
jessica22@gmail.com,EEEONE For ONKYO DX-705 ONKYO DX705 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick opticals (Color : ONKYOO),80.23,PagoFacil,Banco Santander Chile,Magna,MAPOCHO,954,Región de Atacama
ucastillo@msn.com,"co2CREA Case Silicone for JBL Flip 6 Portable Bluetooth Speaker, Portable Ultra-light Protective Sleeve with Carabiner and Shoulder Strap (Speaker and Accessories not Included)",84.8,Paypal,Banco Falabella,Maestro,LOA,426,Región de Tarapacá
katherine43@gmail.cl,"Mechanical Guide Alignment, High accuracy. Wear-resistant Magnetic Cassette. Bracket Set Easy to Install to the Cassette",8.17,OnePay,Banco de Chile,Mach,SANTA RITA,465,Región de Coquimbo
jimmy64@live.com,EEEONE For QUAD 77 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,51.55,Fintoc,Banco Estado (Banco del Estado de Chile),Visa,CLARA SOLOVERA,7242,Región de La Araucanía
coleraymond@gmail.cl,"MAJORITY Bluetooth Soundbar with Subwoofer | 100 Watts Sound bar for TV | 2.1 Stereo TV Sound Bar with Optical, RCA, USB, and AUX Playback Bowfell Plus Sound Bar with Subwoofer | TV Speaker",7.59,Flow,Banco Itaú-Corpbanca,Visa Débito,BIO BIO,6305,Región de Los Ríos
jenniferfrazier@yahoo.com,EEEONE For PHILIPS CD723 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : CD723),69.0,WebPay,Banco Ripley,MasterCard,PANTALEON CORTES,6687,Región de Magallanes y de la Antártica Chilena
browncheryl@hotmail.cl,"Socobeta Optical Lens Pickup, CD Lens Aluminum Alloy Sturdy Stable Performance Continuous Work Single Channel Visible Light Band for Replacement",10.2,Mach,Banco Internacional,Redcompra,PEDRO ANTONIO GONZALEZ,4790,Región Metropolitana de Santiago
andrew20@outlook.cl,"Stereo Switcher, Signal Source Switcher Lossless 4-in-1 Power Supply Control Circuit Dual Channel Relay Switching for Headphone for CD Player (UK Plug)",57.6,Tenpo,Banco BICE,Tenpo,GRAN AVENIDA,7198,Región de Los Lagos
brittanypratt@icloud.com,EEEONE For SONY CDP-295 CDP295 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,38.17,MercadoPago,Scotiabank Chile,American Express,BANDERA,6245,Región de Antofagasta
richardvaldez@hotmail.com,CD Replacement Optical Lens Durable Speed Reading Stable Working Easy To Install CD Optical Turntable Lens for CD Player (Original Disassembly Machine Single,8.49,PagoFacil,Banco Security,MasterCard Débito,FRANCISCO MIRANDA,6369,Región del Maule
carriepotter@gmail.com,KES-850 KES-850A Laser Lens,48.53,Paypal,Banco Crédito e Inversiones (BCI),Diners Club,COBIJA,5652,Región de Arica y Parinacota
clarkdaniel@msn.com,"Optical Head, Optical Pickup ABS H8147AF Visible Band Reading for CD",53.4,OnePay,Banco Consorcio,Magna,PEDRO ANTONIO GONZALEZ,1067,Región del Biobío
wbryant@outlook.cl,"Sony MEX-N7300KIT - Car Radio CD, DAB/DAB+, DAB Antenna Included, External Microphone, Illumination Customizable 35000 Colors, Siri Eyes and Android Voice Control, NFC, Dual Bluetooth, USB",73.99,Fintoc,Banco Santander Chile,Maestro,LAUTARO ESPINDOLA,1447,Región del Libertador General Bernardo O'Higgins
larry35@outlook.com,"Optical Pickup Lens, High Plug and Play CD Player Lens Reduces Signal Interference for CD Player",10.62,Flow,Banco Falabella,Mach,AMERICO VESPUCIO,4693,Región de Aysén del General Carlos Ibáñez del Campo
fboyd@msn.com,"CD Optical Pickup Lens, Compact CD Replacement Optical Lens Fast Playback Precise and Durable for CD Player (Domestic New Single Head)",365.19,WebPay,Banco de Chile,Visa,AYSEN,769,Región de Valparaíso
lawrencejennifer@icloud.com,EEEONE Original Replacement For MICROMEGA CD-10 Player Laser Lens Assembly CD10 Optical Pick-up Bloc Optique Unit opticals,47.32,Mach,Banco Estado (Banco del Estado de Chile),Visa Débito,LLULLAILLACO,04,Región de Ñuble
cordovajesse@yahoo.cl,"Herdio 5.25 Inch 2-Way Bluetooth in-Wall Speakers,Ceiling Speakers Perfect for Indoor/Outdoor Placement - Bath, Kitchen, Covered Porches(Pair, Paintable Grille)",13.63,Tenpo,Banco Itaú-Corpbanca,MasterCard,PEDRO LOBOS,6940,Región de Atacama
